,Open,High,Low,Close,Volume,Dividends,Stock Splits,Volume_MA,Volume_MA_slope,Volume_trend
2020-10-27,2328.659912109375,2349.330078125,2321.22998046875,2330.840087890625,666900,0.0,0.0,861320.0,-6446.666666666628,하락
2020-10-28,2324.179931640625,2345.4599609375,2316.469970703125,2345.260009765625,705200,0.0,0.0,850880.0,-10440.0,하락
2020-10-29,2312.340087890625,2330.169921875,2299.909912109375,2326.669921875,509100,0.0,0.0,835766.6666666666,-15113.333333333372,하락
2020-10-30,2319.56005859375,2320.199951171875,2266.929931640625,2267.14990234375,795600,0.0,0.0,824693.3333333334,-11073.333333333256,하락
2020-11-02,2276.610107421875,2302.639892578125,2267.949951171875,2300.159912109375,678500,0.0,0.0,813686.6666666666,-11006.666666666744,하락
2020-11-03,2315.81005859375,2344.77001953125,2315.300048828125,2343.31005859375,887400,0.0,0.0,824520.0,10833.333333333372,상승
2020-11-04,2361.320068359375,2371.139892578125,2339.949951171875,2357.320068359375,986800,0.0,0.0,830226.6666666666,5706.666666666628,상승
2020-11-05,2373.409912109375,2413.7900390625,2370.85009765625,2413.7900390625,702000,0.0,0.0,799326.6666666666,-30900.0,하락
2020-11-06,2421.7900390625,2431.110107421875,2404.969970703125,2416.5,825600,0.0,0.0,793020.0,-6306.666666666628,하락
2020-11-09,2438.6298828125,2459.14990234375,2434.52001953125,2447.199951171875,1354900,0.0,0.0,821293.3333333334,28273.333333333372,상승
2020-11-10,2453.949951171875,2457.93994140625,2435.590087890625,2452.830078125,1464200,0.0,0.0,860886.6666666666,39593.333333333256,상승
2020-11-11,2459.5,2488.0400390625,2459.5,2485.8701171875,1272000,0.0,0.0,891660.0,30773.333333333372,상승
2020-11-12,2482.679931640625,2488.7900390625,2467.0400390625,2475.6201171875,1278100,0.0,0.0,922600.0,30940.0,상승
2020-11-13,2470.1201171875,2495.77001953125,2460.9599609375,2493.8701171875,1072400,0.0,0.0,934733.3333333334,12133.333333333372,상승
2020-11-16,2507.4599609375,2546.3701171875,2507.4599609375,2543.030029296875,1239100,0.0,0.0,962520.0,27786.666666666628,상승
2020-11-17,2544.1201171875,2556.090087890625,2533.340087890625,2539.14990234375,1266400,0.0,0.0,1002486.6666666666,39966.66666666663,상승
2020-11-18,2548.85009765625,2553.949951171875,2536.780029296875,2545.639892578125,923500,0.0,0.0,1017040.0,14553.333333333372,상승
2020-11-19,2536.889892578125,2548.949951171875,2529.530029296875,2547.419921875,976500,0.0,0.0,1048200.0,31160.0,상승
2020-11-20,2544.06005859375,2558.2099609375,2539.7900390625,2553.5,1128900,0.0,0.0,1070420.0,22220.0,상승
2020-11-23,2560.0400390625,2605.580078125,2553.699951171875,2602.590087890625,1648900,0.0,0.0,1135113.3333333333,64693.333333333256,상승
2020-11-24,2616.280029296875,2628.52001953125,2605.030029296875,2617.760009765625,1364500,0.0,0.0,1166920.0,31806.666666666744,상승
2020-11-25,2637.340087890625,2642.260009765625,2583.409912109375,2601.5400390625,1410100,0.0,0.0,1195140.0,28220.0,상승
2020-11-26,2605.72998046875,2625.969970703125,2592.429931640625,2625.909912109375,1387400,0.0,0.0,1240833.3333333333,45693.333333333256,상승
2020-11-27,2624.800048828125,2635.0,2618.469970703125,2633.449951171875,1196000,0.0,0.0,1265526.6666666667,24693.33333333349,상승
2020-11-30,2648.050048828125,2648.659912109375,2591.340087890625,2591.340087890625,1311800,0.0,0.0,1262653.3333333333,-2873.3333333334886,하락
2020-12-01,2613.419921875,2638.8701171875,2611.669921875,2634.25,1150300,0.0,0.0,1241726.6666666667,-20926.66666666651,하락
2020-12-02,2645.8798828125,2677.260009765625,2644.530029296875,2675.89990234375,1076200,0.0,0.0,1228673.3333333333,-13053.333333333489,하락
2020-12-03,2686.3798828125,2696.219970703125,2672.85009765625,2696.219970703125,817100,0.0,0.0,1197940.0,-30733.333333333256,하락
2020-12-04,2705.340087890625,2742.77001953125,2705.340087890625,2731.449951171875,1778900,0.0,0.0,1245040.0,47100.0,상승
2020-12-07,2738.110107421875,2754.010009765625,2711.419921875,2745.43994140625,1499300,0.0,0.0,1262386.6666666667,17346.666666666744,상승
2020-12-08,2745.1298828125,2747.449951171875,2700.919921875,2700.929931640625,1414300,0.0,0.0,1272246.6666666667,9860.0,상승
2020-12-09,2703.300048828125,2755.469970703125,2703.300048828125,2755.469970703125,1252300,0.0,0.0,1294166.6666666667,21920.0,상승
2020-12-10,2750.340087890625,2765.4599609375,2718.699951171875,2746.4599609375,1227700,0.0,0.0,1310913.3333333333,16746.66666666651,상승
2020-12-11,2754.159912109375,2781.0400390625,2754.159912109375,2770.06005859375,1215200,0.0,0.0,1316666.6666666667,5753.333333333489,상승
2020-12-14,2769.429931640625,2782.7900390625,2755.2900390625,2762.199951171875,1113600,0.0,0.0,1280980.0,-35686.666666666744,하락
2020-12-15,2763.64990234375,2769.3701171875,2735.080078125,2756.820068359375,1092700,0.0,0.0,1262860.0,-18120.0,하락
2020-12-16,2763.639892578125,2781.080078125,2761.5,2771.7900390625,1166600,0.0,0.0,1246626.6666666667,-16233.333333333256,하락
2020-12-17,2769.889892578125,2772.7099609375,2742.25,2770.429931640625,1015500,0.0,0.0,1221833.3333333333,-24793.33333333349,하락
2020-12-18,2770.949951171875,2782.14990234375,2762.800048828125,2772.179931640625,1058300,0.0,0.0,1212653.3333333333,-9180.0,하락
2020-12-21,2771.97998046875,2780.239990234375,2747.090087890625,2778.64990234375,1139500,0.0,0.0,1201166.6666666667,-11486.666666666511,하락
2020-12-22,2772.030029296875,2774.219970703125,2733.639892578125,2733.679931640625,1260800,0.0,0.0,1208533.3333333333,7366.666666666511,상승
2020-12-23,2737.739990234375,2769.080078125,2716.280029296875,2759.820068359375,1121300,0.0,0.0,1211540.0,3006.6666666667443,상승
2020-12-24,2762.60009765625,2812.159912109375,2762.60009765625,2806.860107421875,1030900,0.0,0.0,1225793.3333333333,14253.333333333256,상승
2020-12-28,2820.949951171875,2834.590087890625,2799.56005859375,2808.60009765625,1006200,0.0,0.0,1174280.0,-51513.333333333256,하락
2020-12-29,2810.550048828125,2823.43994140625,2792.06005859375,2820.510009765625,1046800,0.0,0.0,1144113.3333333333,-30166.666666666744,하락
2020-12-30,2820.360107421875,2878.2099609375,2809.35009765625,2873.469970703125,1074000,0.0,0.0,1121426.6666666667,-22686.66666666651,하락
2021-01-04,2874.5,2946.5400390625,2869.110107421875,2944.449951171875,1026500,0.0,0.0,1106373.3333333333,-15053.333333333489,하락
2021-01-05,2943.669921875,2990.570068359375,2921.840087890625,2990.570068359375,1519900,0.0,0.0,1125853.3333333333,19480.0,상승
2021-01-06,2993.340087890625,3027.159912109375,2961.3701171875,2968.2099609375,1793400,0.0,0.0,1164400.0,38546.666666666744,상승
2021-01-07,2980.75,3055.280029296875,2980.75,3031.679931640625,1524700,0.0,0.0,1191806.6666666667,27406.666666666744,상승
2021-01-08,3040.110107421875,3161.110107421875,3040.110107421875,3152.179931640625,1297900,0.0,0.0,1205486.6666666667,13680.0,상승
2021-01-11,3161.89990234375,3266.22998046875,3096.18994140625,3148.449951171875,1712500,0.0,0.0,1241880.0,36393.333333333256,상승
2021-01-12,3145.8701171875,3154.7900390625,3047.56005859375,3125.949951171875,1388600,0.0,0.0,1266753.3333333333,24873.333333333256,상승
2021-01-13,3128.260009765625,3164.3701171875,3109.6298828125,3148.2900390625,1578000,0.0,0.0,1301400.0,34646.666666666744,상승
2021-01-14,3148.64990234375,3159.030029296875,3128.719970703125,3149.929931640625,1233200,0.0,0.0,1307646.6666666667,6246.666666666744,상승
2021-01-15,3153.840087890625,3189.89990234375,3085.89990234375,3085.89990234375,1331100,0.0,0.0,1312333.3333333333,4686.666666666511,상승
2021-01-18,3079.89990234375,3079.89990234375,3003.889892578125,3013.929931640625,1472000,0.0,0.0,1335713.3333333333,23380.0,상승
2021-01-19,3013.050048828125,3092.659912109375,3013.050048828125,3092.659912109375,1353300,0.0,0.0,1357206.6666666667,21493.33333333349,상승
2021-01-20,3115.0400390625,3145.010009765625,3077.14990234375,3114.550048828125,1192700,0.0,0.0,1369640.0,12433.333333333256,상승
2021-01-21,3123.27001953125,3163.2099609375,3123.27001953125,3160.840087890625,1360100,0.0,0.0,1390526.6666666667,20886.666666666744,상승
2021-01-22,3163.830078125,3185.260009765625,3140.60009765625,3140.6298828125,1111200,0.0,0.0,1393006.6666666667,2480.0,상승
2021-01-25,3144.010009765625,3212.219970703125,3142.800048828125,3208.989990234375,1093700,0.0,0.0,1397486.6666666667,4480.0,상승
2021-01-26,3203.9599609375,3209.179931640625,3132.669921875,3140.31005859375,873000,0.0,0.0,1354360.0,-43126.666666666744,하락
2021-01-27,3143.4599609375,3182.530029296875,3118.889892578125,3122.56005859375,924600,0.0,0.0,1296440.0,-57920.0,하락
2021-01-28,3114.97998046875,3114.97998046875,3046.639892578125,3069.050048828125,1310500,0.0,0.0,1282160.0,-14280.0,하락
2021-01-29,3078.72998046875,3100.219970703125,2962.699951171875,2976.2099609375,995100,0.0,0.0,1261973.3333333333,-20186.666666666744,하락
2021-02-01,2976.81005859375,3056.8701171875,2947.239990234375,3056.530029296875,969300,0.0,0.0,1212426.6666666667,-49546.66666666651,하락
2021-02-02,3065.56005859375,3138.949951171875,3065.56005859375,3096.81005859375,887300,0.0,0.0,1179006.6666666667,-33420.0,하락
2021-02-03,3108.419921875,3142.260009765625,3091.85009765625,3129.679931640625,901800,0.0,0.0,1133926.6666666667,-45080.0,하락
2021-02-04,3135.02001953125,3135.02001953125,3068.4599609375,3087.550048828125,1460900,0.0,0.0,1149106.6666666667,15180.0,상승
2021-02-05,3098.489990234375,3124.6201171875,3081.780029296875,3120.6298828125,1193500,0.0,0.0,1139933.3333333333,-9173.333333333489,하락
2021-02-08,3113.6298828125,3128.5400390625,3085.590087890625,3091.239990234375,1277200,0.0,0.0,1126946.6666666667,-12986.666666666511,하락
2021-02-09,3102.25,3129.659912109375,3084.669921875,3084.669921875,2145400,0.0,0.0,1179753.3333333333,52806.66666666651,상승
2021-02-10,3088.1298828125,3111.8798828125,3064.25,3100.580078125,2152900,0.0,0.0,1243766.6666666667,64013.33333333349,상승
2021-02-15,3108.699951171875,3156.56005859375,3108.699951171875,3147.0,1604700,0.0,0.0,1260073.3333333333,16306.666666666511,상승
2021-02-16,3151.85009765625,3180.93994140625,3145.840087890625,3163.25,1944400,0.0,0.0,1315620.0,55546.666666666744,상승
2021-02-17,3162.949951171875,3162.949951171875,3115.47998046875,3133.72998046875,1784100,0.0,0.0,1361646.6666666667,46026.666666666744,상승
2021-02-18,3131.739990234375,3140.39990234375,3086.659912109375,3086.659912109375,1860600,0.0,0.0,1427486.6666666667,65840.0,상승
2021-02-19,3089.9599609375,3109.669921875,3040.280029296875,3107.6201171875,3455500,0.0,0.0,1596213.3333333333,168726.6666666665,상승
2021-02-22,3114.030029296875,3142.47998046875,3079.159912109375,3079.75,1832000,0.0,0.0,1630980.0,34766.666666666744,상승
2021-02-23,3069.260009765625,3094.2900390625,3035.4599609375,3070.090087890625,2357800,0.0,0.0,1721826.6666666667,90846.66666666674,상승
2021-02-24,3070.580078125,3092.050048828125,2993.4599609375,2994.97998046875,1560900,0.0,0.0,1761266.6666666667,39440.0,상승
2021-02-25,3026.469970703125,3099.800048828125,3026.469970703125,3099.68994140625,1280100,0.0,0.0,1787453.3333333333,26186.66666666651,상승
2021-02-26,3089.489990234375,3089.489990234375,2988.280029296875,3012.949951171875,1361300,0.0,0.0,1818086.6666666667,30633.33333333349,상승
2021-03-02,3021.679931640625,3096.5,3020.739990234375,3043.8701171875,1749900,0.0,0.0,1837353.3333333333,19266.66666666651,상승
2021-03-03,3041.199951171875,3083.0400390625,3029.3701171875,3082.989990234375,2236700,0.0,0.0,1906900.0,69546.66666666674,상승
2021-03-04,3076.8798828125,3076.8798828125,3022.5400390625,3043.489990234375,1279000,0.0,0.0,1907020.0,120.0,상승
2021-03-05,3036.159912109375,3036.97998046875,2982.449951171875,3026.260009765625,1187200,0.0,0.0,1843140.0,-63880.0,하락
2021-03-08,3031.989990234375,3055.64990234375,2992.639892578125,2996.110107421875,1928300,0.0,0.0,1828166.6666666667,-14973.333333333256,하락
2021-03-09,2989.9599609375,3000.489990234375,2929.360107421875,2976.1201171875,1534200,0.0,0.0,1823466.6666666667,-4700.0,하락
2021-03-10,2980.760009765625,3013.949951171875,2951.530029296875,2958.1201171875,905600,0.0,0.0,1754213.3333333333,-69253.33333333349,하락
2021-03-11,2964.300048828125,3028.3701171875,2964.300048828125,3013.699951171875,1349200,0.0,0.0,1725220.0,-28993.333333333256,하락
2021-03-12,3030.72998046875,3061.429931640625,3030.72998046875,3054.389892578125,1669100,0.0,0.0,1712453.3333333333,-12766.666666666744,하락
2021-03-15,3057.06005859375,3065.169921875,3036.139892578125,3045.7099609375,1161800,0.0,0.0,1559540.0,-152913.33333333326,하락
2021-03-16,3049.22998046875,3071.5400390625,3049.22998046875,3067.169921875,1123900,0.0,0.0,1512333.3333333333,-47206.666666666744,하락
2021-03-17,3067.760009765625,3069.570068359375,3027.199951171875,3047.5,815000,0.0,0.0,1409480.0,-102853.33333333326,하락
2021-03-18,3054.929931640625,3090.18994140625,3054.929931640625,3066.010009765625,1232600,0.0,0.0,1387593.3333333333,-21886.666666666744,하락
2021-03-19,3063.010009765625,3063.010009765625,3022.489990234375,3039.530029296875,1068500,0.0,0.0,1373486.6666666667,-14106.666666666511,하락
2021-03-22,3040.010009765625,3048.110107421875,3019.60009765625,3035.4599609375,915700,0.0,0.0,1343780.0,-29706.666666666744,하락
2021-03-23,3038.25,3058.7900390625,3003.050048828125,3004.739990234375,1331200,0.0,0.0,1315866.6666666667,-27913.333333333256,하락
2021-03-24,2996.320068359375,3006.5400390625,2971.0400390625,2996.35009765625,978400,0.0,0.0,1231980.0,-83886.66666666674,하락
2021-03-25,2995.669921875,3024.6298828125,2987.830078125,3008.330078125,940400,0.0,0.0,1209406.6666666667,-22573.333333333256,하락
2021-03-26,3012.7900390625,3041.860107421875,3012.7900390625,3041.010009765625,1036400,0.0,0.0,1199353.3333333333,-10053.333333333489,하락
2021-03-29,3047.7099609375,3054.2099609375,3025.389892578125,3036.0400390625,1288800,0.0,0.0,1156720.0,-42633.333333333256,하락
2021-03-30,3038.43994140625,3074.570068359375,3038.43994140625,3070.0,1023100,0.0,0.0,1122646.6666666667,-34073.333333333256,하락
2021-03-31,3073.389892578125,3093.889892578125,3061.39990234375,3061.419921875,1147000,0.0,0.0,1138740.0,16093.333333333256,상승
2021-04-01,3073.77001953125,3090.8798828125,3069.679931640625,3087.39990234375,922700,0.0,0.0,1110306.6666666667,-28433.333333333256,하락
2021-04-02,3104.719970703125,3121.580078125,3101.60009765625,3112.800048828125,792700,0.0,0.0,1051880.0,-58426.666666666744,하락
2021-04-05,3121.22998046875,3127.199951171875,3101.860107421875,3120.830078125,1084800,0.0,0.0,1046746.6666666666,-5133.333333333372,하락
2021-04-06,3123.800048828125,3139.2900390625,3110.18994140625,3127.080078125,1279000,0.0,0.0,1057086.6666666667,10340.000000000116,상승
2021-04-07,3129.070068359375,3146.18994140625,3125.330078125,3137.409912109375,1984800,0.0,0.0,1135073.3333333333,77986.66666666651,상승
2021-04-08,3137.25,3145.81005859375,3122.090087890625,3143.260009765625,1357300,0.0,0.0,1143386.6666666667,8313.333333333489,상승
2021-04-09,3146.510009765625,3156.0400390625,3125.239990234375,3131.8798828125,1823200,0.0,0.0,1193700.0,50313.333333333256,상승
2021-04-12,3134.8798828125,3147.27001953125,3127.909912109375,3135.590087890625,1048800,0.0,0.0,1202573.3333333333,8873.333333333256,상승
2021-04-13,3138.2099609375,3173.260009765625,3136.989990234375,3169.080078125,1741300,0.0,0.0,1229913.3333333333,27340.0,상승
2021-04-14,3169.949951171875,3188.320068359375,3162.1201171875,3182.3798828125,1776300,0.0,0.0,1283106.6666666667,53193.33333333349,상승
2021-04-15,3180.72998046875,3204.47998046875,3178.989990234375,3194.330078125,1313000,0.0,0.0,1307946.6666666667,24840.0,상승
2021-04-16,3194.080078125,3206.760009765625,3185.669921875,3198.6201171875,985300,0.0,0.0,1304540.0,-3406.6666666667443,하락
2021-04-19,3201.110107421875,3214.449951171875,3193.39990234375,3198.840087890625,1060600,0.0,0.0,1289326.6666666667,-15213.333333333256,하락
2021-04-20,3198.31005859375,3220.820068359375,3195.9599609375,3220.699951171875,1296200,0.0,0.0,1307533.3333333333,18206.66666666651,상승
2021-04-21,3214.239990234375,3214.239990234375,3165.489990234375,3171.659912109375,1767100,0.0,0.0,1348873.3333333333,41340.0,상승
2021-04-22,3174.52001953125,3196.969970703125,3174.52001953125,3177.52001953125,1752700,0.0,0.0,1404206.6666666667,55333.33333333349,상승
2021-04-23,3173.469970703125,3185.969970703125,3146.5400390625,3181.080078125,1829400,0.0,0.0,1473320.0,69113.33333333326,상승
2021-04-26,3191.340087890625,3217.530029296875,3191.340087890625,3217.530029296875,1298300,0.0,0.0,1487553.3333333333,14233.333333333256,상승
2021-04-27,3218.300048828125,3223.050048828125,3203.25,3215.419921875,1534200,0.0,0.0,1504566.6666666667,17013.33333333349,상승
2021-04-28,3217.2099609375,3219.68994140625,3176.550048828125,3181.469970703125,1412600,0.0,0.0,1466420.0,-38146.666666666744,하락
2021-04-29,3184.75,3200.409912109375,3161.06005859375,3174.070068359375,1222400,0.0,0.0,1457426.6666666667,-8993.333333333256,하락
2021-04-30,3176.429931640625,3179.429931640625,3143.3798828125,3147.860107421875,1358200,0.0,0.0,1426426.6666666667,-31000.0,하락
2021-05-03,3149.050048828125,3174.260009765625,3120.699951171875,3127.199951171875,1040300,0.0,0.0,1425860.0,-566.6666666667443,하락
2021-05-04,3131.389892578125,3147.3798828125,3109.780029296875,3147.3701171875,1282900,0.0,0.0,1395300.0,-30560.0,하락
2021-05-06,3147.719970703125,3174.159912109375,3133.639892578125,3160.429931640625,1238600,0.0,0.0,1359453.3333333333,-35846.666666666744,하락
2021-05-07,3179.6298828125,3205.110107421875,3179.6298828125,3197.199951171875,988900,0.0,0.0,1337846.6666666667,-21606.66666666651,하락
2021-05-10,3201.4599609375,3255.89990234375,3201.4599609375,3249.300048828125,1010200,0.0,0.0,1339506.6666666667,1660.0,상승
2021-05-11,3239.919921875,3239.919921875,3192.25,3209.429931640625,1095700,0.0,0.0,1341846.6666666667,2340.0,상승
2021-05-12,3209.360107421875,3212.830078125,3138.0400390625,3161.659912109375,1423200,0.0,0.0,1350313.3333333333,8466.666666666511,상승
2021-05-13,3146.969970703125,3161.929931640625,3103.8798828125,3122.110107421875,1094900,0.0,0.0,1305500.0,-44813.333333333256,하락
2021-05-14,3131.35009765625,3162.31005859375,3131.35009765625,3153.320068359375,835600,0.0,0.0,1244360.0,-61140.0,하락
2021-05-17,3163.2099609375,3173.010009765625,3121.320068359375,3134.52001953125,770700,0.0,0.0,1173780.0,-70580.0,하락
2021-05-18,3135.3798828125,3176.39990234375,3135.3798828125,3173.050048828125,785400,0.0,0.0,1139586.6666666667,-34193.333333333256,하락
2021-05-20,3174.530029296875,3174.530029296875,3140.47998046875,3162.280029296875,773600,0.0,0.0,1088880.0,-50706.666666666744,하락
2021-05-21,3171.909912109375,3198.010009765625,3149.4599609375,3156.419921875,796800,0.0,0.0,1047826.6666666666,-41053.33333333337,하락
2021-05-24,3155.909912109375,3163.27001953125,3137.81005859375,3144.300048828125,587500,0.0,0.0,1005500.0,-42326.66666666663,하락
2021-05-25,3152.929931640625,3173.10009765625,3148.300048828125,3171.320068359375,612700,0.0,0.0,955800.0,-49700.0,하락
2021-05-26,3171.909912109375,3183.969970703125,3160.300048828125,3168.429931640625,1269000,0.0,0.0,971046.6666666666,15246.666666666628,상승
2021-05-27,3170.840087890625,3173.860107421875,3142.3701171875,3165.510009765625,1081100,0.0,0.0,957593.3333333334,-13453.333333333256,하락
2021-05-28,3172.090087890625,3198.659912109375,3171.85009765625,3188.72998046875,966000,0.0,0.0,939420.0,-18173.333333333372,하락
2021-05-31,3192.06005859375,3204.2900390625,3179.8701171875,3203.919921875,1123100,0.0,0.0,948366.6666666666,8946.666666666628,상승
2021-06-01,3207.1201171875,3233.169921875,3199.179931640625,3221.8701171875,1471800,0.0,0.0,979140.0,30773.333333333372,상승
2021-06-02,3224.39990234375,3241.070068359375,3216.10009765625,3224.22998046875,1495200,0.0,0.0,1005773.3333333334,26633.333333333372,상승
2021-06-03,3224.9599609375,3258.5,3224.9599609375,3247.429931640625,1584000,0.0,0.0,1016493.3333333334,10720.0,상승
2021-06-04,3246.169921875,3246.18994140625,3218.669921875,3240.080078125,1391800,0.0,0.0,1036286.6666666666,19793.333333333256,상승
2021-06-07,3244.590087890625,3264.409912109375,3233.39990234375,3252.1201171875,1731900,0.0,0.0,1096040.0,59753.33333333337,상승
2021-06-08,3251.830078125,3264.669921875,3242.56005859375,3247.830078125,1950600,0.0,0.0,1174700.0,78660.0,상승
2021-06-09,3245.080078125,3246.489990234375,3216.179931640625,3216.179931640625,1964500,0.0,0.0,1253306.6666666667,78606.66666666674,상승
2021-06-10,3216.93994140625,3235.389892578125,3210.31005859375,3224.639892578125,1896200,0.0,0.0,1328146.6666666667,74840.0,상승
2021-06-11,3226.97998046875,3251.580078125,3226.97998046875,3249.320068359375,1643800,0.0,0.0,1384613.3333333333,56466.66666666651,상승
2021-06-14,3249.60009765625,3254.489990234375,3238.510009765625,3252.1298828125,1663900,0.0,0.0,1456373.3333333333,71760.0,상승
2021-06-15,3253.169921875,3262.800048828125,3247.89990234375,3258.6298828125,1733900,0.0,0.0,1531120.0,74746.66666666674,상승
2021-06-16,3259.06005859375,3281.9599609375,3256.679931640625,3278.679931640625,2345200,0.0,0.0,1602866.6666666667,71746.66666666674,상승
2021-06-17,3276.199951171875,3276.199951171875,3251.320068359375,3264.9599609375,1848200,0.0,0.0,1654006.6666666667,51140.0,상승
2021-06-18,3265.679931640625,3275.760009765625,3262.580078125,3267.929931640625,1626400,0.0,0.0,1698033.3333333333,44026.66666666651,상승
2021-06-21,3264.179931640625,3264.179931640625,3225.56005859375,3240.7900390625,1508100,0.0,0.0,1723700.0,25666.666666666744,상승
2021-06-22,3245.7900390625,3267.6298828125,3245.7900390625,3263.8798828125,1666300,0.0,0.0,1736666.6666666667,12966.666666666744,상승
2021-06-23,3265.72998046875,3281.8798828125,3263.070068359375,3276.18994140625,1068300,0.0,0.0,1708206.6666666667,-28460.0,하락
2021-06-24,3281.469970703125,3292.27001953125,3277.85009765625,3286.10009765625,1300300,0.0,0.0,1689293.3333333333,-18913.33333333349,하락
2021-06-25,3289.179931640625,3316.080078125,3289.179931640625,3302.840087890625,1197600,0.0,0.0,1676346.6666666667,-12946.666666666511,하락
2021-06-28,3305.4599609375,3311.68994140625,3291.300048828125,3301.889892578125,1427400,0.0,0.0,1656046.6666666667,-20300.0,하락
2021-06-29,3305.260009765625,3305.419921875,3276.6298828125,3286.679931640625,1211800,0.0,0.0,1606793.3333333333,-49253.33333333349,하락
2021-06-30,3288.6298828125,3305.72998046875,3288.6298828125,3296.679931640625,1608900,0.0,0.0,1583086.6666666667,-23706.66666666651,하락
2021-07-01,3297.919921875,3300.1201171875,3278.10009765625,3282.06005859375,1157700,0.0,0.0,1533853.3333333333,-49233.33333333349,하락
2021-07-02,3282.81005859375,3295.679931640625,3278.18994140625,3281.780029296875,1019400,0.0,0.0,1492226.6666666667,-41626.66666666651,하락
2021-07-05,3285.2900390625,3298.929931640625,3285.2900390625,3293.2099609375,849700,0.0,0.0,1437946.6666666667,-54280.0,하락
2021-07-06,3295.43994140625,3313.510009765625,3295.43994140625,3305.2099609375,1028800,0.0,0.0,1390940.0,-47006.666666666744,하락
2021-07-07,3303.590087890625,3303.590087890625,3277.659912109375,3285.340087890625,1146800,0.0,0.0,1311046.6666666667,-79893.33333333326,하락
2021-07-08,3287.679931640625,3295.7099609375,3252.409912109375,3252.679931640625,1515200,0.0,0.0,1288846.6666666667,-22200.0,하락
2021-07-09,3245.52001953125,3245.52001953125,3188.800048828125,3217.949951171875,1307500,0.0,0.0,1267586.6666666667,-21260.0,하락
2021-07-12,3227.510009765625,3251.449951171875,3227.510009765625,3246.469970703125,1134600,0.0,0.0,1242686.6666666667,-24900.0,하락
2021-07-13,3253.239990234375,3273.89990234375,3253.239990234375,3271.3798828125,1149500,0.0,0.0,1208233.3333333333,-34453.33333333349,하락
2021-07-14,3270.090087890625,3270.090087890625,3250.449951171875,3264.81005859375,908300,0.0,0.0,1197566.6666666667,-10666.666666666511,하락
2021-07-15,3269.330078125,3286.580078125,3263.090087890625,3286.219970703125,1171900,0.0,0.0,1189006.6666666667,-8560.0,하락
2021-07-16,3282.889892578125,3282.889892578125,3259.320068359375,3276.909912109375,1066100,0.0,0.0,1180240.0,-8766.666666666744,하락
2021-07-19,3258.8701171875,3258.8701171875,3236.389892578125,3244.0400390625,1095100,0.0,0.0,1158086.6666666667,-22153.333333333256,하락
2021-07-20,3223.239990234375,3234.800048828125,3214.419921875,3232.699951171875,979300,0.0,0.0,1142586.6666666667,-15500.0,하락
2021-07-21,3251.1298828125,3252.25,3215.909912109375,3215.909912109375,990300,0.0,0.0,1101346.6666666667,-41240.0,하락
2021-07-22,3235.169921875,3253.75,3235.169921875,3250.2099609375,713000,0.0,0.0,1071700.0,-29646.666666666744,하락
2021-07-23,3253.43994140625,3264.010009765625,3246.090087890625,3254.419921875,804600,0.0,0.0,1057380.0,-14320.0,하락
2021-07-26,3265.989990234375,3265.989990234375,3224.949951171875,3224.949951171875,826100,0.0,0.0,1055806.6666666667,-1573.3333333332557,하락
2021-07-27,3244.429931640625,3252.85009765625,3230.75,3232.530029296875,991600,0.0,0.0,1053326.6666666667,-2480.0,하락
2021-07-28,3226.06005859375,3243.2099609375,3210.89990234375,3236.860107421875,868200,0.0,0.0,1034753.3333333334,-18573.333333333372,하락
2021-07-29,3248.489990234375,3252.260009765625,3232.5,3242.64990234375,694500,0.0,0.0,980040.0,-54713.33333333337,하락
2021-07-30,3234.3701171875,3234.659912109375,3202.320068359375,3202.320068359375,687500,0.0,0.0,938706.6666666666,-41333.33333333337,하락
2021-08-02,3218.419921875,3223.0400390625,3194.0,3223.0400390625,560800,0.0,0.0,900453.3333333334,-38253.333333333256,하락
2021-08-03,3221.570068359375,3237.139892578125,3213.199951171875,3237.139892578125,653200,0.0,0.0,867366.6666666666,-33086.666666666744,하락
2021-08-04,3246.64990234375,3283.139892578125,3237.550048828125,3280.3798828125,632000,0.0,0.0,848946.6666666666,-18420.0,하락
2021-08-05,3283.25,3296.169921875,3273.330078125,3276.1298828125,680000,0.0,0.0,816153.3333333334,-32793.333333333256,하락
2021-08-06,3277.06005859375,3288.169921875,3261.929931640625,3270.360107421875,939900,0.0,0.0,807740.0,-8413.333333333372,하락
2021-08-09,3258.10009765625,3275.14990234375,3251.739990234375,3260.419921875,706500,0.0,0.0,781833.3333333334,-25906.666666666628,하락
2021-08-10,3272.43994140625,3272.43994140625,3232.4599609375,3243.18994140625,729000,0.0,0.0,765146.6666666666,-16686.666666666744,하락
2021-08-11,3235.360107421875,3250.2099609375,3217.64990234375,3220.6201171875,616700,0.0,0.0,740240.0,-24906.666666666628,하락
2021-08-12,3213.580078125,3229.590087890625,3202.110107421875,3208.3798828125,642600,0.0,0.0,735546.6666666666,-4693.333333333372,하락
2021-08-13,3205.75,3209.719970703125,3146.760009765625,3171.2900390625,695600,0.0,0.0,728280.0,-7266.666666666628,하락
2021-08-17,3169.739990234375,3179.489990234375,3134.47998046875,3143.090087890625,690800,0.0,0.0,719260.0,-9020.0,하락
2021-08-18,3141.97998046875,3175.8798828125,3124.56005859375,3158.929931640625,622800,0.0,0.0,694673.3333333334,-24586.666666666628,하락
